tweet_id,label
1.32841e+18,real
1.32686e+18,fake
1.32167e+18,fake
1.37231e+18,real
1.31843e+18,real
1.31938e+18,real
1.33119e+18,fake
1.31811e+18,real
1.3523e+18,fake
1.35994e+18,real
1.24128e+18,real
1.32637e+18,fake
1.35474e+18,real
1.35153e+18,fake
1.37613e+18,fake
1.33588e+18,fake
1.33203e+18,real
1.30652e+18,real
1.37181e+18,real
1.37169e+18,fake
1.30916e+18,real
1.34851e+18,fake
1.35337e+18,real
1.3606e+18,real
1.35936e+18,fake
1.31852e+18,fake
1.32826e+18,real
1.35987e+18,fake
1.25476e+18,real
1.37867e+18,real
1.35618e+18,real
1.36711e+18,real
1.34382e+18,real
1.35448e+18,real
1.35634e+18,real
1.34856e+18,fake
1.34321e+18,real
1.3438e+18,real
1.36823e+18,fake
1.3367e+18,fake
1.32402e+18,fake
1.32284e+18,fake
1.34076e+18,real
1.33698e+18,real
1.25446e+18,real
1.29162e+18,real
1.31003e+18,fake
1.31136e+18,real
1.30796e+18,real
1.32693e+18,fake
1.27606e+18,real
1.3693e+18,fake
1.35148e+18,real
1.31591e+18,real
1.36848e+18,fake
1.37609e+18,real
1.3154e+18,fake
1.3156e+18,fake
1.31344e+18,real
1.30762e+18,real
1.30993e+18,fake
1.34783e+18,real
1.37501e+18,real
1.34459e+18,real
1.31748e+18,real
1.34562e+18,real
1.3293e+18,real
1.32769e+18,real
1.2565e+18,real
1.24978e+18,real
1.3491e+18,fake
1.31784e+18,fake
1.31777e+18,fake
1.35655e+18,real
1.35088e+18,fake
1.32035e+18,real
1.3235e+18,fake
1.24132e+18,real
1.35772e+18,fake
1.33001e+18,fake
1.32174e+18,fake
1.36632e+18,fake
1.35397e+18,fake
1.33988e+18,real
1.33338e+18,fake
1.35104e+18,real
1.24684e+18,real
1.32322e+18,real
1.36882e+18,real
1.31346e+18,fake
1.35502e+18,fake
1.29536e+18,real
1.32317e+18,real
1.3146e+18,real
1.32865e+18,fake
1.24866e+18,fake
1.3235e+18,fake
1.30619e+18,real
1.3572e+18,real
1.31814e+18,real
1.33398e+18,fake
1.37392e+18,fake
1.34641e+18,fake
1.32864e+18,fake
1.37582e+18,real
1.36055e+18,real
1.35186e+18,real
1.34632e+18,fake
1.31996e+18,real
1.24166e+18,real
1.37092e+18,fake
1.32677e+18,fake
1.33296e+18,fake
1.24602e+18,real
1.29251e+18,real
1.34669e+18,fake
1.33735e+18,fake
1.30506e+18,real
1.3206e+18,fake
1.33227e+18,fake
1.37044e+18,real
1.36452e+18,fake
1.32637e+18,fake
1.35656e+18,real
1.31063e+18,fake
1.31788e+18,fake
1.35731e+18,real
1.34529e+18,real
1.35036e+18,real
1.28384e+18,real
1.35658e+18,fake
1.35088e+18,fake
1.36964e+18,real
1.35765e+18,fake
1.34779e+18,fake
1.33732e+18,fake
1.25907e+18,real
1.31966e+18,fake
1.32202e+18,fake
1.36864e+18,fake
1.36328e+18,fake
1.32948e+18,fake
1.29343e+18,real
1.34459e+18,real
1.28916e+18,fake
1.30981e+18,real
1.32241e+18,real
1.33078e+18,fake
1.24649e+18,fake
1.28728e+18,fake
1.32181e+18,real
1.28479e+18,real
1.34597e+18,fake
1.33045e+18,fake
1.35694e+18,fake
1.34781e+18,fake
1.34796e+18,real
1.35298e+18,real
1.24793e+18,real
1.37537e+18,fake
1.33336e+18,real
1.35765e+18,fake
1.244e+18,real
1.3599e+18,fake
1.31498e+18,fake
1.35139e+18,real
1.37069e+18,fake
1.36215e+18,fake
1.33371e+18,fake
1.3271e+18,fake
1.33351e+18,real
1.36701e+18,real
1.36481e+18,real
1.31669e+18,real
1.27431e+18,real
1.36087e+18,real
1.30416e+18,fake
1.34222e+18,fake
1.34564e+18,real
1.32078e+18,fake
1.34933e+18,real
1.28619e+18,fake
1.31235e+18,real
1.3323e+18,fake
1.33914e+18,real
1.3598e+18,real
1.36572e+18,fake
1.36413e+18,real
1.27752e+18,real
1.36563e+18,real
1.24273e+18,real
1.32747e+18,fake
1.36057e+18,real
1.33184e+18,fake
1.25307e+18,fake
1.31441e+18,fake
1.31883e+18,fake
1.33188e+18,fake
1.37191e+18,fake
1.34571e+18,real
1.32466e+18,real
1.2444e+18,real
1.37864e+18,real
1.27793e+18,fake
1.31417e+18,fake
1.37093e+18,fake
1.29782e+18,real
1.35613e+18,real
1.37575e+18,real
1.33019e+18,fake
1.37425e+18,fake
1.34874e+18,fake
1.32772e+18,fake
1.23839e+18,real
1.33156e+18,real
1.27713e+18,real
1.34867e+18,real
1.36827e+18,fake
1.25075e+18,real
1.3406e+18,fake
1.36815e+18,real
1.37135e+18,real
1.36489e+18,real
1.34668e+18,fake
1.30467e+18,fake
1.34169e+18,real
1.33585e+18,fake
1.37136e+18,real
1.35226e+18,fake
1.32206e+18,fake
1.3573e+18,real
1.34613e+18,fake
1.32281e+18,real
1.32168e+18,fake
1.36104e+18,real
1.31721e+18,fake
1.32773e+18,fake
1.29487e+18,real
1.30146e+18,real
1.32104e+18,fake
1.32978e+18,fake
1.34864e+18,fake
1.24198e+18,fake
1.29376e+18,real
1.37208e+18,fake
1.34357e+18,fake
1.34316e+18,real
1.35958e+18,real
1.36267e+18,fake
1.30993e+18,fake
1.35501e+18,fake
1.23915e+18,real
1.28123e+18,fake
1.36278e+18,fake
1.34602e+18,fake
1.31193e+18,fake
1.30792e+18,real
1.36307e+18,real
1.36847e+18,real
1.33851e+18,fake
1.33667e+18,fake
1.33665e+18,real
1.35631e+18,fake
1.35723e+18,real
1.3077e+18,fake
1.3109e+18,real
1.32931e+18,fake
1.25827e+18,real
1.35054e+18,fake
1.33599e+18,fake
1.37479e+18,real
1.36524e+18,real
1.31237e+18,real
1.36851e+18,fake
1.35154e+18,fake
1.37359e+18,real
1.30994e+18,real
1.32666e+18,fake
1.30178e+18,real
1.37063e+18,real
1.31999e+18,fake
1.31522e+18,real
1.30443e+18,fake
1.30945e+18,real
1.3213e+18,fake
1.37164e+18,fake
1.33425e+18,fake
1.3203e+18,fake
1.3551e+18,real
1.35403e+18,fake
1.33925e+18,real
1.34163e+18,fake
1.3547e+18,fake
1.34161e+18,real
1.31967e+18,fake
1.37434e+18,real
1.35432e+18,real
1.29705e+18,real
1.32429e+18,fake
1.32317e+18,fake
1.32397e+18,real
1.32213e+18,real
1.27283e+18,real
1.36319e+18,fake
1.29817e+18,fake
1.31198e+18,fake
1.3136e+18,fake
1.26486e+18,real
1.29594e+18,real
1.32173e+18,fake
1.33997e+18,fake
1.32476e+18,fake
1.37574e+18,real
1.37007e+18,fake
1.37868e+18,real
1.31455e+18,fake
1.23987e+18,real
1.34634e+18,fake
1.23985e+18,real
1.31311e+18,real
1.35624e+18,real
1.32611e+18,fake
1.25003e+18,real
1.31887e+18,real
1.3138e+18,real
1.28299e+18,real
1.3674e+18,real
1.24278e+18,real
1.30903e+18,real
1.32974e+18,fake
1.32167e+18,fake
1.31861e+18,fake
1.31777e+18,fake
1.36697e+18,fake
1.32468e+18,real
1.34632e+18,fake
1.33554e+18,real
1.34646e+18,fake
1.33114e+18,real
1.33329e+18,fake
1.32868e+18,fake
1.33184e+18,fake
1.3627e+18,real
1.36056e+18,fake
1.34832e+18,fake
1.37064e+18,fake
1.33639e+18,fake
1.33259e+18,real
1.36673e+18,fake
1.32309e+18,fake
1.3156e+18,fake
1.36703e+18,real
1.35145e+18,real
1.36823e+18,fake
1.29387e+18,fake
1.27864e+18,fake
1.32755e+18,fake
1.33471e+18,fake
1.32611e+18,fake
1.35831e+18,real
1.36048e+18,fake
1.33001e+18,fake
1.37083e+18,real
1.36561e+18,real
1.37143e+18,real
1.35085e+18,real
1.34417e+18,fake
1.32286e+18,real
1.29484e+18,real
1.3316e+18,fake
1.33476e+18,real
1.3479e+18,real
1.34822e+18,real
1.35397e+18,fake
1.33964e+18,fake
1.35039e+18,real
1.37418e+18,fake
1.32068e+18,real
1.36229e+18,real
1.33421e+18,fake
1.32679e+18,fake
1.36066e+18,real
1.37043e+18,fake
1.31386e+18,real
1.35727e+18,real
1.31805e+18,fake
1.3148e+18,real
1.3295e+18,fake
1.25172e+18,real
1.35329e+18,real
1.3511e+18,fake
1.37556e+18,fake
1.33077e+18,fake
1.37116e+18,real
1.30416e+18,fake
1.32167e+18,fake
1.34233e+18,fake
1.37314e+18,fake
1.36965e+18,fake
1.36924e+18,real
1.32611e+18,real
1.33986e+18,fake
1.31661e+18,real
1.34392e+18,fake
1.29429e+18,fake
1.2468e+18,fake
1.34307e+18,fake
1.31373e+18,real
1.37143e+18,real
1.24094e+18,real
1.35985e+18,real
1.28141e+18,fake
1.33016e+18,fake
1.36341e+18,real
1.34966e+18,fake
1.23806e+18,real
1.35036e+18,real
1.26768e+18,real
1.24459e+18,real
1.31611e+18,fake
1.32328e+18,fake
1.34641e+18,fake
1.35623e+18,real
1.32686e+18,real
1.32039e+18,fake
1.37515e+18,fake
1.2385e+18,real
1.32042e+18,fake
1.34383e+18,real
1.37537e+18,real
1.35848e+18,real
1.36214e+18,fake
1.31738e+18,fake
1.29711e+18,real
1.31274e+18,real
1.32986e+18,fake
1.32948e+18,fake
1.33554e+18,fake
1.32169e+18,real
1.32907e+18,fake
1.32425e+18,fake
1.28666e+18,fake
1.36306e+18,real
1.31931e+18,fake
1.33513e+18,fake
1.30771e+18,real
1.36645e+18,fake
1.25487e+18,real
1.24286e+18,real
1.36701e+18,real
1.30218e+18,real
1.32768e+18,fake
1.31019e+18,fake
1.31523e+18,real
1.32141e+18,real
1.33009e+18,fake
1.36163e+18,real
1.29702e+18,real
1.30112e+18,real
1.25085e+18,fake
1.36572e+18,fake
1.36554e+18,real
1.26232e+18,real
1.31699e+18,fake
1.33837e+18,fake
1.3409e+18,fake
1.33555e+18,fake
1.37661e+18,real
1.298e+18,fake
1.36603e+18,real
1.31506e+18,fake
1.31841e+18,fake
1.25958e+18,real
1.35184e+18,real
1.34528e+18,real
1.33598e+18,real
1.33147e+18,fake
1.35249e+18,fake
1.31779e+18,fake
1.34469e+18,fake
1.3087e+18,real
1.32249e+18,real
1.31386e+18,real
1.3603e+18,fake
1.31267e+18,real
1.24848e+18,fake
1.33565e+18,fake
1.36748e+18,fake
1.31829e+18,fake
1.24961e+18,real
1.3725e+18,real
1.33877e+18,real
1.29026e+18,fake
1.30067e+18,fake
1.36344e+18,real
1.3312e+18,fake
1.36661e+18,fake
1.29524e+18,real
1.30718e+18,real
1.36251e+18,fake
1.33051e+18,fake
1.3638e+18,real
1.35578e+18,real
1.3284e+18,real
1.3243e+18,real
1.3487e+18,fake
1.35883e+18,fake
1.33297e+18,fake
1.36679e+18,fake
1.33667e+18,fake
1.35542e+18,real
1.34348e+18,real
1.31356e+18,fake
1.35478e+18,fake
1.34135e+18,real
1.36528e+18,fake
1.31426e+18,real
1.3537e+18,real
1.24285e+18,real
1.2953e+18,real
1.33944e+18,fake
1.32765e+18,fake
1.33049e+18,real
1.35395e+18,fake
1.30481e+18,fake
1.31703e+18,fake
1.35395e+18,fake
1.34222e+18,fake
1.34603e+18,real
1.36191e+18,real
1.3189e+18,real
1.28484e+18,fake
1.34782e+18,real
1.31643e+18,fake
1.3156e+18,fake
1.33949e+18,fake
1.33774e+18,real
1.25028e+18,real
1.32296e+18,fake
1.3623e+18,real
1.35125e+18,real
1.36593e+18,real
1.34425e+18,real
1.29777e+18,fake
1.35038e+18,fake
1.32406e+18,fake
1.32786e+18,real
1.37569e+18,real
1.31239e+18,real
1.33113e+18,fake
1.34633e+18,fake
1.35696e+18,real
1.34314e+18,fake
1.3326e+18,real
1.34418e+18,real
1.36706e+18,real
1.34675e+18,fake
1.26269e+18,real
1.33798e+18,fake
1.31845e+18,real
1.36022e+18,fake
1.362e+18,fake
1.30212e+18,real
1.24087e+18,fake
1.32241e+18,fake
1.31921e+18,real
1.3409e+18,real
1.32648e+18,fake
1.36453e+18,fake
1.3484e+18,fake
1.35183e+18,real
1.37137e+18,fake
1.31452e+18,real
1.35719e+18,real
1.32042e+18,fake
1.31517e+18,fake
1.34494e+18,real
1.31197e+18,fake
1.31533e+18,fake
1.33298e+18,real
1.32503e+18,real
1.35039e+18,real
1.32576e+18,fake
1.33372e+18,fake
1.35249e+18,fake
1.33347e+18,fake
1.33022e+18,fake
1.34021e+18,real
1.28869e+18,fake
1.32841e+18,fake
1.29811e+18,real
1.31343e+18,fake
1.29816e+18,real
1.37166e+18,fake
1.3139e+18,fake
1.24163e+18,fake
1.24963e+18,real
1.33223e+18,real
1.36794e+18,real
1.29823e+18,fake
1.31426e+18,real
1.29563e+18,real
1.33854e+18,real
1.32321e+18,real
1.35583e+18,real
1.31488e+18,real
1.33731e+18,fake
1.36311e+18,fake
1.32385e+18,fake
1.37309e+18,fake
1.37032e+18,real
1.3566e+18,real
1.25179e+18,real
1.36464e+18,real
1.3286e+18,fake
1.35003e+18,real
1.33157e+18,real
1.31163e+18,real
1.23819e+18,fake
1.3143e+18,fake
1.24617e+18,real
1.33274e+18,real
1.32333e+18,fake
1.35293e+18,real
1.24317e+18,fake
1.32193e+18,fake
1.32112e+18,fake
1.37395e+18,fake
1.33662e+18,real
1.31865e+18,fake
1.33415e+18,fake
1.35007e+18,real
1.31318e+18,real
1.32711e+18,fake
1.34358e+18,real
1.35692e+18,real
1.31705e+18,real
1.30509e+18,real
1.3725e+18,real
1.36479e+18,fake
1.30507e+18,real
1.28049e+18,fake
1.35287e+18,real
1.33148e+18,fake
1.3366e+18,real
1.32246e+18,fake
1.35374e+18,fake
1.30322e+18,fake
1.35367e+18,real
1.33416e+18,real
1.34313e+18,real
1.32974e+18,real
1.30588e+18,real
1.35913e+18,fake
1.31091e+18,real
1.23947e+18,fake
1.31425e+18,real
1.32948e+18,fake
1.33843e+18,real
1.24776e+18,real
1.34614e+18,fake
1.3406e+18,fake
1.35622e+18,fake
1.35178e+18,fake
1.31077e+18,fake
1.36236e+18,fake
1.24665e+18,real
1.33675e+18,fake
1.31707e+18,fake
1.35796e+18,fake
1.31855e+18,fake
1.31425e+18,fake
1.35041e+18,real
1.23843e+18,real
1.33847e+18,fake
1.33022e+18,fake
1.30956e+18,fake
1.32909e+18,fake
1.31551e+18,fake
1.33009e+18,real
1.32006e+18,fake
1.34333e+18,real
1.3531e+18,fake
1.34132e+18,real
1.32523e+18,fake
1.35611e+18,fake
1.35479e+18,fake
1.30908e+18,real
1.24596e+18,real
1.36285e+18,fake
1.34097e+18,real
1.32952e+18,real
1.35412e+18,fake
1.31464e+18,fake
1.25267e+18,real
1.33155e+18,fake
1.33045e+18,real
1.3193e+18,fake
1.32986e+18,fake
1.32895e+18,real
1.24599e+18,real
1.32242e+18,fake
1.30214e+18,real
1.33815e+18,fake
1.31772e+18,real
1.33775e+18,real
1.3522e+18,real
1.33588e+18,real
1.34165e+18,real
1.37478e+18,real
1.3522e+18,fake
1.36485e+18,real
1.33476e+18,fake
1.32288e+18,real
1.32248e+18,fake
1.31821e+18,fake
1.23915e+18,fake
1.2949e+18,real
1.34075e+18,real
1.34232e+18,fake
1.33349e+18,real
1.35162e+18,fake
1.36454e+18,fake
1.36795e+18,fake
1.33128e+18,fake
1.36823e+18,fake
1.26087e+18,real
1.32901e+18,real
1.34716e+18,real
1.36675e+18,real
1.37064e+18,real
1.36089e+18,real
1.30073e+18,real
1.3166e+18,fake
1.36237e+18,real
1.31811e+18,real
1.36847e+18,fake
1.35143e+18,fake
1.3465e+18,real
1.31979e+18,fake
1.36882e+18,fake
1.35536e+18,fake
1.3406e+18,fake
1.33223e+18,fake
1.312e+18,fake
1.33667e+18,fake
1.36235e+18,real
1.32104e+18,fake
1.36452e+18,real
1.33531e+18,fake
1.35327e+18,fake
1.36699e+18,fake
1.36814e+18,fake
1.32547e+18,real
1.37067e+18,real
1.36809e+18,real
1.2768e+18,fake
1.30611e+18,real
1.34864e+18,fake
1.33082e+18,fake
1.3201e+18,real
1.3301e+18,real
1.2399e+18,real
1.34536e+18,fake
1.36162e+18,real
1.24379e+18,real
1.35686e+18,real
1.30397e+18,fake
1.37532e+18,real
1.32876e+18,real
1.33184e+18,fake
1.34529e+18,fake
1.34604e+18,fake
1.36609e+18,real
1.33077e+18,fake
1.35407e+18,fake
1.3015e+18,real
1.33307e+18,fake
1.35926e+18,fake
1.31732e+18,fake
1.3522e+18,real
1.30448e+18,fake
1.27142e+18,real
1.30665e+18,real
1.35475e+18,real
1.34668e+18,real
1.32244e+18,fake
1.35427e+18,fake
1.30722e+18,real
1.31442e+18,fake
1.35868e+18,real
1.3743e+18,real
1.3449e+18,fake
1.36864e+18,fake
1.33168e+18,fake
1.35575e+18,fake
1.35845e+18,fake
1.24208e+18,real
1.30431e+18,real
1.31385e+18,fake
1.24136e+18,real
1.35047e+18,fake
1.32394e+18,real
1.34468e+18,real
1.32047e+18,fake
1.35039e+18,real
1.25956e+18,real
1.34173e+18,real
1.35372e+18,fake
1.37228e+18,fake
1.3594e+18,fake
1.31526e+18,real
1.28094e+18,real
1.32074e+18,real
1.32176e+18,real
1.32797e+18,real
1.354e+18,fake
1.33662e+18,real
1.32834e+18,real
1.34563e+18,fake
1.32e+18,real
1.37132e+18,real
1.36166e+18,fake
1.34573e+18,fake
1.24237e+18,real
1.29489e+18,real
1.32262e+18,fake
1.3406e+18,fake
1.31751e+18,fake
1.3317e+18,fake
1.37359e+18,real
1.321e+18,real
1.3468e+18,fake
1.29682e+18,real
1.31965e+18,fake
1.31788e+18,fake
1.26968e+18,real
1.34133e+18,real
1.34066e+18,fake
1.35619e+18,real
1.33587e+18,real
1.34322e+18,real
1.35531e+18,fake
1.36829e+18,real
1.30358e+18,real
1.34575e+18,real
1.3348e+18,real
1.33773e+18,real
1.346e+18,fake
1.32189e+18,fake
1.33331e+18,fake
1.3375e+18,real
1.32713e+18,real
1.31648e+18,real
1.31266e+18,real
1.33924e+18,real
1.36791e+18,fake
1.29023e+18,real
1.29022e+18,fake
1.37714e+18,real
1.36603e+18,fake
1.37177e+18,real
1.2645e+18,real
1.32612e+18,fake
1.3555e+18,fake
1.33303e+18,fake
1.33771e+18,real
1.36126e+18,real
1.3475e+18,real
1.32624e+18,real
1.34106e+18,fake
1.31583e+18,real
1.3312e+18,fake
1.33545e+18,real
1.33299e+18,real
1.33191e+18,fake
1.36174e+18,real
1.31345e+18,fake
1.33929e+18,fake
1.37373e+18,fake
1.37064e+18,fake
1.34997e+18,fake
1.3588e+18,real
1.31965e+18,fake
1.37543e+18,fake
1.3335e+18,real
1.32287e+18,real
1.37066e+18,real
1.30447e+18,fake
1.31612e+18,fake
1.33799e+18,real
1.31354e+18,fake
1.3482e+18,real
1.33482e+18,fake
1.30796e+18,real
1.32752e+18,real
1.31778e+18,real
1.36968e+18,real
1.31244e+18,real
1.28836e+18,fake
1.33948e+18,fake
1.34017e+18,fake
1.25106e+18,real
1.31245e+18,fake
1.31498e+18,fake
1.34601e+18,fake
1.36804e+18,fake
1.35329e+18,real
1.34849e+18,fake
1.36689e+18,real
1.32404e+18,fake
1.29742e+18,real
1.32579e+18,real
1.24062e+18,real
1.34419e+18,real
1.31608e+18,fake
1.25652e+18,real
1.37605e+18,real
1.32356e+18,fake
1.29925e+18,real
1.28733e+18,fake
1.24673e+18,fake
1.32246e+18,real
1.37205e+18,real
1.30648e+18,real
1.37372e+18,real
1.31778e+18,real
1.24095e+18,real
1.34675e+18,fake
1.32133e+18,real
1.34596e+18,fake
1.36596e+18,real
1.2508e+18,real
1.32066e+18,real
1.34125e+18,real
1.32002e+18,fake
1.3719e+18,real
1.24486e+18,real
1.36893e+18,real
1.36462e+18,real
1.29457e+18,real
1.32974e+18,fake
1.3334e+18,fake
1.37477e+18,fake
1.32576e+18,fake
1.28581e+18,fake
1.34164e+18,real
1.32241e+18,fake
1.35561e+18,fake
1.3592e+18,real
1.34641e+18,real
1.36414e+18,fake
1.31533e+18,fake
1.34111e+18,fake
1.32241e+18,fake
1.34781e+18,real
1.32681e+18,fake
1.31775e+18,fake
1.36013e+18,real
1.37894e+18,real
1.32806e+18,fake
1.2902e+18,fake
1.33678e+18,fake
1.36204e+18,real
1.36969e+18,fake
1.24137e+18,real
1.34532e+18,real
1.36996e+18,real
1.37148e+18,real
1.36847e+18,fake
1.25289e+18,real
1.34634e+18,fake
1.29602e+18,real
1.36047e+18,real
1.34073e+18,fake
1.3487e+18,fake
1.33529e+18,fake
1.34653e+18,fake
1.37069e+18,real
1.36139e+18,fake
1.32893e+18,fake
1.32969e+18,real
1.35533e+18,fake
1.35473e+18,real
1.28778e+18,real
1.32286e+18,real
1.34841e+18,fake
1.35773e+18,fake
1.31019e+18,fake
1.34649e+18,fake
1.32218e+18,fake
1.3476e+18,real
1.32642e+18,real
1.33159e+18,fake
1.30864e+18,real
1.31017e+18,real
1.29616e+18,real
1.3689e+18,real
1.31957e+18,fake
1.33546e+18,fake
1.3453e+18,fake
1.35799e+18,real
1.30738e+18,real
1.24738e+18,real
1.37507e+18,fake
1.24258e+18,real
1.3178e+18,fake
1.35111e+18,real
1.31986e+18,real
1.34813e+18,real
1.36052e+18,real
1.28481e+18,fake
1.34836e+18,real
1.36277e+18,fake
1.31779e+18,fake
1.35613e+18,real
1.31893e+18,fake
1.29652e+18,fake
1.34566e+18,real
1.32072e+18,real
1.33555e+18,fake
1.30836e+18,real
1.33121e+18,fake
1.31848e+18,real
1.29398e+18,real
1.33148e+18,fake
1.35832e+18,real
1.31453e+18,real
1.32317e+18,real
1.36271e+18,real
1.3465e+18,fake
1.30109e+18,real
1.358e+18,real
1.35248e+18,real
1.33023e+18,fake
1.30956e+18,fake
1.31228e+18,real
1.31629e+18,fake
1.35524e+18,fake
1.35987e+18,fake
1.25109e+18,real
1.3483e+18,fake
1.35576e+18,fake
1.32393e+18,fake
1.32283e+18,fake
1.30073e+18,real
1.28889e+18,fake
1.36307e+18,real
1.35911e+18,fake
1.36664e+18,real
1.28512e+18,real
1.29452e+18,real
1.30031e+18,real
1.31441e+18,fake
1.36191e+18,real
