urls,photos,video,Label,text_length,tweet_hash
1,0,0.0,1,43.0,a74256237defde11e67019625dcd5a54d671cff2decc4db452c36cb487259730
1,0,0.0,1,10.0,608b1e914385160fb8625d7841b86213de3b766ca7fe1a4165cd5e9ba517a1b4
1,0,0.0,1,58.0,730045ac3a053db03a92430ac7012304f073bdc8b0646d436a404d5d2d27244d
0,0,0.0,0,52.0,5c0f07d165e9e29f42f58dfb2e7ffd1d53c674d22afaad29c57637f99d178dc1
0,1,1.0,0,5.0,
0,0,0.0,0,57.0,b6a93aeb276560ae4b4f36fe4bbb8802b20dceff1e8a7272c0dc5e2b0ab65cd6
0,0,0.0,1,37.0,22a9ee28a4acabcf8c51d51c7531ebaa7c7a091b8b288b8e9e5cafa2097ef267
0,0,0.0,0,10.0,4ff3295da8601f4cbd275a9517226b717317a4282466af22558bf11794e94393
0,0,0.0,0,11.0,4d5d49286bd57bf27a623879bcdffb3606b8b468b0c0d483b25fc8abd8c1bf89
0,0,1.0,1,49.0,e0ea7abe57a3f2fb833b21caff8a435f9c9a58e90223cda8ca8df17cb86c34e5
0,0,0.0,0,13.0,65997516716bf1691da4cd03364152698882f906ca0090c0a79668eb3a41575a
0,0,1.0,1,15.0,3e3c0291141e9d1d630f945e43c12b6638d26e6fdfd63b4d1fe878ac2e9434c3
0,0,0.0,0,16.0,1ab0cf313af0dccaf9cb509d0ce888fbf65503c81ea27f571506924d3a0e32af
0,1,1.0,1,42.0,ad54243baec200aa787e37370616a7cbf4e9a94e3cdade85bed55a8dc9c26851
0,0,0.0,0,20.0,9c9514744ccd4b7bd85eefa96bb1f50e7f3c16fa1599db42a0a337c1696dee77
0,0,1.0,1,28.0,acbd45f4f924bb4269af73e7cebca617dbdaee2f89ad098848e1ce0d77242935
1,1,1.0,1,8.0,60144901342bbfd878c181233477d2ca6af6cbc04a4ea99333a1bf8e31e0cb01
0,0,0.0,0,29.0,91f8a157d71315e84b39abc54ca95319cc704bef85501ae3c11f668cf4345e63
0,0,0.0,0,36.0,69cf0f579655282b324499071dc842c6ff0a70dc0b3db941d077835327f462a4
0,0,0.0,0,35.0,59d3061c093fd819f8472f7b88fc4ec46e017fbc079d0f242725b4431fa5cc82
1,0,0.0,1,47.0,f5b4a3902e18d49ff9b43add026217cb26a05b44494b44ff231811e91930fc8f
0,1,1.0,0,47.0,5c12b4ebb4b122b1dc2781c3738c6d050f32c0e74f0cbf6d8168a0fc7f1076ea
0,0,0.0,0,31.0,5479cc0342f0527f8595408732a7f34042638ad82674d52ae38313df5b78cb57
0,0,0.0,0,37.0,40ae97aa60dae074d4145308f0af7a3e02b9e40ebe0ba9065a00601db132c91b
0,0,0.0,1,46.0,ed1becbb9804208a316c47d67561343edaf0c0bc9b4cea6615e1a6adab289267
1,0,0.0,0,39.0,c8d7db6a5e4caa67db3b210fbeddd028ace52d1f84318958a1686844f8ece9a0
0,0,1.0,1,16.0,62ca93fc2a068063acd30e5babcf4772587784cb351a323bfacf60d14cc73c58
0,0,1.0,1,30.0,7cab482cd489a0c90ae96014f5917826e66f2fd8e3a9d8610f749c1f3ab81c9d
0,0,1.0,1,44.0,de22661516bb0fbc569d981ed374951ea956ee12c8de4e75bd5d7337e025983c
1,0,0.0,1,38.0,fdfc6e5e004467dca14f3f4d2f385456e729d5723bee728318722566ec9f950f
1,0,0.0,1,30.0,3ef53f0fbbfcd409f30b5204ce069e187b673ac94540eff38c21c6ffe6e84aee
0,1,1.0,1,50.0,76864bcd93f61605cc4855e894d18af9072763874974b3be238b8d4e39b5cc13
0,0,0.0,0,13.0,47550500ee2d715f61587ef7242aa248f503288fddd60857ff61fa402f316bbb
1,0,0.0,1,48.0,c8a4e3093a5dbbca3363645c145a69d194c9e7e0f865e495fcbf9609b6eb9a73
0,0,1.0,1,20.0,491eed05b3842df80339bbbfacc2625cad219f9347c66d48308ff8246c001236
0,0,0.0,0,61.0,dbdfc01a2dd0dca449d6370186438c8b9a9b48c9f8a17079afbbc9a9a516b0c1
0,1,1.0,1,11.0,b5844386a9131ca32ffa7044b4e6bdb96b7e3e1ad73c96387a4a70f056816211
0,0,0.0,0,39.0,f9044607ef698226e18caa3e1310fdd3ee898a97448cfe5d6b0fb2315610a24f
0,1,1.0,0,57.0,71aa7c9bbe895963574dff4f7af6dad78d37f8276d2902272bb94976e50e6d5a
1,1,1.0,1,26.0,60c8d05f243c4d593841f8460b590b3b9d3ef8b4aa3729b8d7beb6b1b9e868e4
0,0,1.0,1,40.0,1831466914fbc966ebf5c1de63803f041630691cdff523f5edd5b4d26d12c127
0,0,0.0,1,48.0,0f2964701cda3c4d4353a503c6a9c421808693ff04637ed9fdd124e3aedd7cf5
0,0,0.0,0,17.0,b6b01bbc1b87a835f8a17f8c5521434a3e2996d7ee615be2f74634f6e140ac0d
0,0,0.0,0,7.0,b99762c192a65e566027e23def5731723a596b29050b14d84f8bffea20205161
0,0,0.0,0,16.0,5bc500907868288ffaa7a08ca3d67cd422468102233594aa50b0953a956c0da2
0,0,1.0,1,33.0,c3da83b18e5699eaa18f1b4ca687b7d3b84238b3290252aa346039eb279d708a
1,0,0.0,1,40.0,dba2a65673113377e222f6413a9c4a71407a27dd5867e45d4d069d47c912ce5f
0,0,1.0,0,16.0,4261193d050102384036d65817658062bc83508560edb0fc20171d1335e40d83
0,0,0.0,1,50.0,7d309e235aa891c5679cc6fde520c9d92d1c65927d9931d74fcda0ab725ec4da
0,0,0.0,0,3.0,67e08f6e8da57d5500a6101e781103f977705e0f7c188bf2069c5b8627cdd506
0,0,0.0,0,12.0,b00919b33019a4b3abf7e568f099a94f791f5b5701069da2795cd714249a3dca
0,0,0.0,0,10.0,b593b83266a66eea6bedc70be488358c02cae6650b8b7919b746f6f56ebcbf15
0,0,0.0,1,49.0,7a225355361fd2970d5d658a30e0c8989fdbc3106875ed2c592b49c448e3509d
0,0,0.0,0,54.0,66b2c860af7b5339253fe20b6b0367cbfba1a2e8d1d44454aab8c64cb5859411
0,1,1.0,1,31.0,0f028d0bd2c1758d24eef3ff91bc63473b37ff5fcd37860fc4e60af429c81afa
0,0,0.0,0,34.0,6e1a4849f27133f6e2f801bd40cc267a882934a0dfbcd3a852bba4e376187472
0,0,0.0,0,50.0,0ef6b79f849d4d8d284dcfa3291bca975d53d75b2c077547a3ffc6a229be9d53
0,0,0.0,1,29.0,018e75f9ed2eed71674d8b792af8194491fe422b512b7a19eaf7f6ac170d6147
0,0,0.0,0,42.0,807193fb290e9eb809463237d5c3f1aef6bc07f1f25f1dcf4f2a5bae5d17c5d8
0,0,1.0,1,34.0,5ef7e235a801e0959e5137976093f01f2971480e8981145b43b1dd51944d4127
0,0,0.0,0,56.0,bdecfb737be5cbc45b0f9b7e9dd63b1f281c819285bcc7b66b5d0a91574462ec
0,0,0.0,0,11.0,8dd9de1ed929c3dec0ef79afb6624480e6525992cca1a4ba078b3afad428c723
0,0,0.0,0,57.0,37beedb4a7314eccc8b0fdb3880374e10a1f69d6f5ce1c98966d17f4f85756a4
0,0,0.0,0,19.0,f7a1df1a72c84738079540696a6f589a54753c19b65fcd8108daae7189afe04c
0,0,0.0,0,9.0,3de736cf5bce0bf8e88c2c205914befb9ab7e86ef486d9765a8f7081197f73d3
0,0,1.0,1,27.0,773ba87950098305e2961a0089cc12ea837a710bb8c5505c47de832be98a9731
0,0,0.0,0,31.0,0e5bab09f76f50545b3d6b79b44bb2ab1c00871526b5d6c5de56e32222b8d95b
1,0,0.0,1,30.0,216582f3080f3587c68178acb12b99a1305280cf663243179c82b2624d6aa674
0,0,1.0,1,44.0,4c93f989d6dcb022b95da21db1756d6882332ca5d7dc658d13439afbe9d49638
0,0,0.0,1,20.0,8fb87dbf1301b4ffde91e316b79f500e62ce306de6ef53cb01453475e50dc184
0,0,1.0,1,41.0,8b36d98136a55b925d3929733c436c843ce0780828156d6b570dda85f8a1801d
0,1,1.0,0,49.0,56926fc333be7ae89c8948af6bf85fda1c17844aad96fcbb95679cc7a318bb97
0,0,0.0,1,28.0,6cc84d688394b5e85fa365d267f0ca50518e5bab823c5cd5bfdc3d3a10a582de
0,1,1.0,0,33.0,c5f801acdafd5446a18e6a55cb451a544a001f87b7be904a58ac4a5e71a1e68a
0,0,0.0,1,47.0,c1a4cc02c47ea6f3d1387bcc5fd321ba302716bfd5c0927aac5aa1a5c5f5202a
0,1,1.0,0,24.0,2e10e203a6c62bb0339b855500581d0e28b3cd37ab6a0c395447d1bf5f41a011
0,0,1.0,1,29.0,54505e61fef164824c6a54269bb4b601bf9b28ba71fdb05d6a23284e998fbb69
1,0,0.0,1,35.0,053e99b4873e5bbdcffe6c8b97db4362a9df69b8fbd5e1fe60a63b100fd022f1
0,0,0.0,1,24.0,dfaecf44be8bb1e50997497093a1f333da292171e30bc5a86669a4fb143cc043
0,1,1.0,1,33.0,a6bad45938523153fe46e413b7caf0acb0a35e560e72ea2e85bb7e12890b4dd7
1,0,0.0,1,51.0,7a3bca0948e891fec392a1bf687a10c5a64fd9b33027f763e447913d627aabe2
0,0,0.0,0,30.0,a0201297695b67b5058357a3619e0c51ccfcd8cfbe8e40e5e2001eec61e50082
0,1,1.0,0,37.0,5651952d31900ffc17603e98311abe34a35474191fbca1928961c5930fad047b
0,0,0.0,0,58.0,6daa952271924a4871a1455ea05ca7cfbfcfeedb04b35df6a33af62340e04e1e
0,0,0.0,0,2.0,fae23acdf9bc73cb496292f1c365a8cc443e4fd866f3c68fb0a065591f777c06
0,0,0.0,1,46.0,740f2359a175e6e816dc1141e1e31bd262051878a86c8e19f08354053688fa03
1,0,0.0,1,52.0,50e59adb63a07317d2d227579bfcbc1e48ca131a22bbaa8db10b92c7509695ee
0,0,0.0,0,14.0,473d10dff71bb8cea5eb8cad2e5ac23dd19b363857cfc680bc76b1e1a6ff4b93
0,0,0.0,0,53.0,14afdab1e17c6dced83a210713cd0b17a1d49dd527e23482e293ea99d8fb46e6
0,0,0.0,1,47.0,92f885e63556ce473f0df64c4d280eff0346a11b635a05ed99471b6c1d1659a2
0,0,0.0,0,48.0,7e3bc4f51a5773639eeee68da28c1af9970098be720fc18942915104a000c3c7
0,0,1.0,0,55.0,d332469ac40bbee83820c8f32b81065f44c4e8c60b5ff78455b076c933fa2120
0,0,0.0,0,26.0,7e113101fe6b0212b2b2a9d5362b56cc597283774bf5e5ae35de08177d81db1f
0,1,1.0,1,47.0,571c1c04ee2ed491a632d67f37587010fb1fb8b61812e7c8fd77922cab47c7de
1,1,1.0,1,37.0,083d09376b697be22f1284f78ff0231f8e9616541f49dbfc17867e2d7cf21cba
0,0,0.0,0,22.0,3b24cf79e3b498123a31a66c9ae814ceeada7cf3bb2219dbf76d84abdfcf7e33
0,1,1.0,1,25.0,c8334e846bca735cb96eb1d997f0fcbc06dd1a40fc83872912c3a5ab832fc33e
0,0,0.0,0,33.0,c74854a6b7be94509ef3ec8c64e2fc300932ff976dda77bec4fafa4495df0719
1,0,0.0,1,13.0,93213b770fe6e4618fe34d37cd1eb9c7659428b926d2966a0a02b02aa0f631d6
0,0,1.0,1,12.0,c4c8dc4a791d471ddf4f19c068c8e832ac034d5fe96507070f44328934dd568a
1,1,1.0,1,36.0,dacecac4bee3c5f1f3cb2ec8c7a57449e922737c195b4c87e078262e7d01d4d3
0,0,0.0,0,17.0,56a8ae0ae05c49357309ec41580de21e84ba94b275a44838d807dcb7e98f69d9
0,0,0.0,1,33.0,366b561d6839a15b744e06905fd9a729ee3aa1ae8ac0dad5a90961bf5023367d
0,1,1.0,0,27.0,f6bfc8e3032665794fb32c4c5313cbb92cedbe43fae8f7f7f3d26a22b0fa0c74
0,1,1.0,0,37.0,fecc3047a92067dbfbab403b3de95ecf1dc737d8f0caf9d972c8194ee38b62a3
1,0,0.0,1,40.0,09ad98d64efc6d90dbd76aaeefb9dafeb4d91641630e5c8e5f05a17bbdb69996
0,0,0.0,0,24.0,d11687692b6ede12f08d3c4b7530babaa44966ff67476d1d9260b3090e398ee6
0,1,1.0,1,29.0,bf6947d62da89c7d89c9b2ab0148aab1aa13ecf17ab985f9b6b714668261cb68
0,0,0.0,0,49.0,7646c0521d79271649ba06a67cb0b78142132cf6effed4ba022f02b15cdbdabf
0,0,0.0,0,21.0,4e0965b7581a1c42dc67baf14c2644e1e180d2c826d7f1be166002a18bc41d0a
0,0,0.0,0,55.0,355c51e0577318cfbeb8b0e70f2057fd422fa54944d62d447e953a9b46eafc7b
1,1,1.0,1,52.0,a0210e3dc2f6c0cc6bead71e939869c64747ff043b52f57de287afd366b072f6
0,1,1.0,1,48.0,bc1dcbf56b135b064cc74464d87bde7782e26e73a0689dad0ddcea3527d24309
0,0,1.0,0,59.0,4b4c82e0f29937698320684ac20d8761a047c4d1d2e38295d8b5adf69946c4e8
1,0,0.0,1,47.0,177e3bd63553e0d23cbd35a6189cb2834c3eac7865a748190961473e9a6320b3
0,0,0.0,0,58.0,054ad60b5a0705f3d5d606f1082161789f812289426e47d18547deacba4010fe
0,0,0.0,0,47.0,c1dfb22b9dccb74886c315367b723c900a2d5ccb2489b1a72501c4211228aaed
0,0,0.0,0,29.0,78bde32306aaaf4c745b4f64fce81902d39594e679ad463c6b1296a6dea7bffd
0,0,1.0,1,37.0,c1613c1791ca5a119fd1b16a6decfe35d50bb86ec61ff1cad94779fe38199e6b
1,0,0.0,1,19.0,e41d0cef607c7242c8b677048a8e7cd14cdc0e68df3394d1c07e678c6185ca47
0,0,0.0,0,19.0,d65d41193dc2f6087ce03e77722e501421d8ff831dd007a05f73e14ad83b738b
0,0,0.0,0,56.0,388a364b6881cb72175d001bd34ffa33eac8101e0a0d935c30b142704efefef8
1,0,0.0,1,36.0,d1cb04ea22ef9adcb05bf9766c95be8befe0cc811197420ccef241b890cc6f00
0,0,0.0,0,65.0,5357aed1a1911ec1074fc64e7664ede3a0ba4c87a53759f43949fecca5ded503
1,0,0.0,1,51.0,61bdace5795101d751e28a1288eda8ab90605715a7744d5088d9e1de985b721b
0,0,0.0,0,51.0,2e7e40c7ac32a627314417bdf4f533c211a21cda4cf7f7e3f221a7770143ce92
0,0,0.0,0,8.0,f5b6242e6bab4331294119c46ab3bfb5d8443555610d68dbc2224ee4516f7cd8
0,0,0.0,0,54.0,c0cf7a92711b35aa47a821069f0121f4f74f24bca6159611bf7dc44ce719fe32
0,1,1.0,1,19.0,f2f8d03a3d475a4d33ca35996486a035b0a3503f802c225f9893615ee56f1bbc
1,0,0.0,1,19.0,e28801432f6824248d6beb33a2b8bd77c5053ecdc6924fcf3f3e7209f583e9ed
1,0,0.0,1,40.0,0bb29593634023b3a5d0afaa074aa822c6c6359734ed5670d652f444ed19ab05
1,0,0.0,1,24.0,aec002e28fd142a0f360000d6766618bab40da52b3e7c0f361048d31cb1dbb58
0,0,1.0,1,48.0,e6b3557e14b05cf961f27502acf3d0af4ebf1b1ac23e12e4d6841589d65223f1
0,0,0.0,0,25.0,37d6b9d19d52a24649c582b7e852c1f5065e3516e9adf86e125b89a64bb09c1f
0,0,0.0,0,17.0,34684a36819001230db2d7a66babfbe2923d929726f95e96943c90f75712aac4
0,0,0.0,0,48.0,da47616c662e4210a29d7b123102dea0bc719586966be4cb9fefe41c44857cac
0,0,0.0,0,20.0,d68e84944e83476da3d29bd2083ca8ff8eee0549bb55828e9ab4525bf6b9d5f8
0,0,1.0,0,22.0,ffc29646bb100b72e0b7f002aa823674c3a2a57826736371d297dd5e1ab6d579
0,0,1.0,1,38.0,23743cd9e6621927a312623885fd27b0e2bf61ef68ad9e3b3946ea1360daab95
1,1,1.0,1,34.0,5ba1fbcf2f6e4c93010331052a287b61bd97b504740e8b84ecf2a16061be2f8f
0,0,0.0,0,12.0,5a79746df4d1021c6ff346d8d559589b0d89b566fe924d13fd7e874f957077a2
0,0,1.0,1,45.0,295f1fff7312f169e6fae870557cad34abe366489e9a6d8ea4e896396ae28ba3
0,1,1.0,1,50.0,8ab6dc28d31e8e5de6cb8a0f8d2e93d880480c7c12ee0a3269cd0009a33f25b1
1,1,1.0,1,45.0,e9134154ea52b8a45d6971beb3d9f7497b7e6955826e5f881d1e547a3bd4139d
0,0,0.0,0,17.0,c6a7ce4651f023a001f06f886d759fe1c23d856a9e68242ef8ec9c5dbe58f919
0,1,1.0,1,24.0,91bc05daf40fc542ed3fa8e725ef47bd3aa0b6f84ddbd7bcdb7af811fdb3a08d
1,0,0.0,1,47.0,e71ac4729726670f40eeb873daf10cce59c19c438daf37c61dc083464f4af2bc
1,0,0.0,1,39.0,9875e21b53f1a6638357f16195a1259a9b9d5291c4a5380ed653aafc81093176
1,0,0.0,1,29.0,ff31eb0630a83552a6238a8e6c6d3b9470f678210969bf62c6acc0da60831f4f
0,0,0.0,0,53.0,0d3d87b384809215fc572a321ee7539b8dbd58445a9757c5362e46c637e800ba
1,0,0.0,0,17.0,3c92949270fed93f3499717809def8e4b06f1c5694e6eec616bd0acfa8dedaca
0,0,1.0,1,51.0,f3b9710b06af9654823da932086e8491704c76574c8959385ea164d11c655869
0,0,0.0,0,13.0,25ef129e6cb00f273b0bfc779b5f1d00310b43152987ed93dbe23e481e0fbb99
1,0,0.0,1,44.0,e6f018f0009175df750892217dc71e1053908dcdad4e9ce0dd768e535ab20e23
0,0,0.0,0,11.0,2264c44c14abbd0697b0157b24cebc2ecbbb66ba3ce057dbec7bb24533b11a2a
0,0,0.0,0,53.0,5bd8f08b031afa00e3cf0ba884d16faf8528618ed0f5f15b20b50bc5ceabf2ca
0,0,0.0,0,24.0,14fc99ca588b96e2c680a5c71f24a057a7f9a54ec798430d30db20aa5b9f1c50
0,0,0.0,0,51.0,da7424d4ccf38bc1900524331a3aac4dc075bb8f058c42a4b93ef691cd3bda75
0,0,0.0,0,25.0,5a17a0a7c020b3325716c39da00a2e3bb8177201211815d457297307e8a2644a
0,0,0.0,0,8.0,cc1774399681d3054cdc9a2db31eef4422b0f3d8df61979ffa169ff4c2d5988e
0,0,0.0,0,40.0,cc6665f0be28000d8955f53514ac142b4dac0905c153119d8c0ddd618f6cc37f
0,0,0.0,0,9.0,9f70c8ef7c3cb6ae47ad3e81cacf48b492198013baea36c5f6f31c9544de6f06
0,0,0.0,0,7.0,a591326538a10ba03f691e6ab1499de580c3f444555b575572a1ac867790215d
0,0,0.0,1,17.0,e2861e2fd12a9032c9f240430c6e2826d99f752149cf9f568aeb999379534365
0,0,0.0,1,34.0,d6d613a5bd827271ab27760876a6cd7936d16d5c4afab675ea49aa1db2c38318
0,0,0.0,0,47.0,a6fd719d04560117b705ccaef247cbdf8f310d0f8b8af2e7a8ddd711a077ccff
0,0,0.0,0,14.0,3416bf3896e7a66c687ce26ddd829848059806f7bd8fef4b529b55328cccbce6
1,0,0.0,1,27.0,cfe58e15cbc0327da277dbac753c1da69d05ab4fb8c6e6b29f0fc9ce1e3a42a3
1,1,1.0,1,53.0,38fefe873c16cb5442cda46aebb13582af8ee5c0a8b1dc51e781e5269f6cd24a
1,0,0.0,1,46.0,1d4ac659dbea0a822cf2a18744e3875d34b752d2c120d8f5e6810ef0f9cbda88
0,0,0.0,1,45.0,e6beb7371eaa84676544383e01b3fe798415876b25854e6f260db4e1e3467e8e
1,0,0.0,1,49.0,f5cda2e0fa34e301a1bfd1d2d90bca221bbd6e4f633aaada27d0dcc8ab462266
0,1,1.0,0,42.0,4ef6c3ef2326e8704a54092e48d110f2f6d1a409d6d5e1618a243f4d9e97caad
0,0,1.0,1,46.0,c137833ac99fab46cf39aa8d6dba3161cd190a10f83cc8e784c8a4c839eeee29
0,0,0.0,1,21.0,a04053dc446b5cb423c4d0d606a0125abf3edef165827a6f238ec5156318f72f
0,0,0.0,0,54.0,4038e64731b838c0c44d3b3739276774a26938f9afd5d40865fca158503d09e5
0,1,1.0,1,12.0,6885f697de76541c0eeba03c683422592134aae097107ede1969eae4a4925102
1,0,0.0,1,11.0,99b6b023cb52ccb8b4e4e9eba7694c68ae5b0b9fd9e2920a16852880897efc62
0,0,1.0,0,31.0,e42ab706ee9fcd01e764eef46b900142f2e7f074d6d893424d6d05ef5c88f944
0,0,0.0,0,21.0,5bdf49cb2f4abe68722d5d7c00ec6f2f9cfa6088012d888dcc87e66ce164ffca
0,0,0.0,0,60.0,31bdc768357b61ebbdd7ac0b124613c96d36437433da62c46ddd3820b3c2708a
0,1,1.0,1,39.0,1e920f1ea6acd265083b344c16dfa12282dc922a36a0307f6604d53d5de83e0d
0,0,0.0,1,53.0,33e7c6c5d9b5f1626515b773f94b1d8ac4cff265ff7e6013a54ab037a9a03396
0,0,1.0,1,55.0,8899afcb6509b4229b1bc8560679ce00faf9a7b75abcbbd1f8718dad7cf112d9
0,0,0.0,1,13.0,896a1249359e75a59298481c2430bb4c06927ed51466b387c057e46e617576aa
1,0,0.0,1,46.0,3f1e13be263c70ff8c5a41ef27a3dda186fe4ee8b1d78e2c944d76d85959e885
0,0,0.0,0,46.0,cf3550fc95d222938f8f8444e0cd963be3462a26602b2cce5cbcff8472c75d25
0,0,0.0,0,11.0,e64d491dd748e4a3138bc7be90dea8080f09b362f38c1d78b6c7ac41335d95ce
1,0,0.0,0,47.0,375bf4e183a631249b988d6fd34c183611d2461256336be3a1138223ec8106e0
0,1,1.0,0,36.0,b0eb8466d6100e7ba23ba4279c716424eb2a8b38327a488cca0bb23d956ea68a
0,0,0.0,1,42.0,537cd6b48f606e6583e03e5809f9ebe797c555ef6d6709565f69e7ebc6f179de
0,0,0.0,0,12.0,66a306da37e39d7a2af851b4c505c13e94da704fe9893a973453373a84d2baa0
0,1,1.0,0,53.0,96303c65dd457f099746149191f595bb004464cd18a96c7ac02e25476a491117
0,0,0.0,0,58.0,7aa37f4e0be93a5388be040f73e4b17c3fe6200876d840f76d11a7a13df0fc9d
0,1,1.0,0,12.0,e547a8d1d619d8f987ea4cfabba820449956a4bd4b07fb56fc8cbb1d6d849a3d
0,1,1.0,0,54.0,516863bd4d7902584d2081775e52ae8eb8b133361eeb3395ee6a02c5e3bee8f3
1,0,0.0,1,47.0,702f6e728374a84b91461f8432a43f71af33a079414e0489b33ed3083af71b84
0,1,1.0,1,51.0,ce4dce589a0449f11032e9286ba8eeb2c359d36101d456e3907dbed7ae67231f
1,1,1.0,1,41.0,f593e70ed1040e205ec7b49b8913014296a3768cdfc73e3561582b844e608e76
0,1,1.0,1,12.0,0910d886aadd27ac7d658cfd8dc02555465bde93d3028897044d50b03e4e7485
0,0,0.0,0,9.0,b287c5d01c1c6a2831c2d9c6dc32c996f6a01e00b6b7707ff38d32837d34115a
0,0,1.0,1,8.0,2ca10e320b9fbf7a53144c8ec93b6b9773fe849f96f98d01da798161ed8f56a3
0,0,0.0,1,46.0,3d94c4918e383739b12eacd3312c10d540d7601a00efb142e11354eb57eebe66
0,0,0.0,0,45.0,63d1b298fdc8d8b8cd1f910e557bd2519de399cd5179f6186c9e885af5be1824
0,0,0.0,0,16.0,193e117c7ab0973e804d456e785449b77713d21e215782fb0a7549e0d2bc48a0
0,0,0.0,0,61.0,40806602cd151c9a9018064673f10f0ab78d6c77d5c5bedccce842dec93911f2
0,0,0.0,0,16.0,5b98bcc6003e808d908b2a9c682b8eb515fe1ec35bdada9aa0e88773de8cf704
0,0,1.0,1,31.0,4c425794154c9819885c29b53997e4c823b6ac677f7d1166c1ba2c34af0541af
0,0,0.0,1,13.0,c7ee768ca0b0ba4f17f73a9408737625cb1f8345e166b6d59a29f23e8f219013
0,0,0.0,0,30.0,1ea45e73bb7841c49658c6db9719e1188fa3e48cd64d7378771db8c3c1301cec
1,0,0.0,1,53.0,3849d2ebe019a182c5867ce773f2865625aea8226e8e583bbf231e193d052c4c
0,0,0.0,0,49.0,95cd661b60d133a55abb8e811e723134126cc46fab41e5265660105fe9f67966
0,1,1.0,0,42.0,6a3a4e96f1dc20c875a23fd6556c1210d32e5a051df60be9e9f3ba83026275bb
0,0,0.0,1,31.0,7ffa874c488b36c8f89f7be34e0123c1b0f22e497f03399ef3300d836ada7c4c
0,0,0.0,0,46.0,34c411d83151439cf6b0c1f00a13ad93caed8b93687f35c1ae52b0aeacc58395
0,0,0.0,0,46.0,4a73f74ac86521ab4ae84dcdf0a89511231f5d05cecaffaa6879902622816319
1,1,1.0,1,50.0,1ef7c624c71a6cd79a032752952e72c9cf455d0cb2618d437f2a5a85f5fb4d8c
0,0,0.0,0,60.0,fe2a9f82b4bed7606d798eaec89682be37d4e31a8fc0864f7c8cc350fbbbbe51
0,0,0.0,0,24.0,38626f2b229c0774efe47cfe0dd20d8acffb4cb2cce3671ede48a1e86249cca6
1,1,1.0,1,50.0,4ce88c143f8676a4bba8c929bf9e15110aa681aadaf74e29bc187351c0574eb9
0,0,1.0,1,24.0,e4927e43518cd2dfd0a812186802e5cf92a0f346ec34ff4f489178ee5f71643f
0,0,0.0,0,26.0,aed9a71d4448d427e7805bf8166c01ce3289876e84c99f8ae831ff4a54e15577
0,0,0.0,1,35.0,644acee6cf3caf3907059acf571058428d29b37f535ebd747a98eff963780e61
