Label,tweet_hash
1,1d5cc920be3b7f8a23878e284aec0fb61852c4efd7c1fb15c2b203b4e15c9bab
0,627a5ab532186cccddc63f5ac378caf9ac76e04ebf20e60c1f047d7b9ef16853
1,522452d12422ee351f12e34c05b20276e7fcf966376f9926ef668457b21f621e
1,c6939a4ce5e9b5908c97393ad10d7609c194d921891b56c44cdaf48326c95aa8
1,bcfebb0f203f5ffbb8fd040ca7401642dddd8b143440bd2c2bce6a39d1c485d6
1,d6bc306b5c69c6decd9ef67caf7085fe64637604c3d319adfec459e1e9af3a15
0,e6ccc1be1482855ef16c5a69dd9fef848f232f0652fd54ba082755074072e9d6
0,d7ed2b44b9441ab0d0ce9f98e4210b80dfdb8ded6ead5bd902d53d182ec83a6a
0,4e3c09afa6ebcb63a2500e2a272e93da87b064e95ba13a0208ff692e14c2c43f
0,740402d2ccdc61be9b058e7c309401176668824655404eb84de590981e986ce4
1,428bb3eadc1576de5712b7f445ec810c8e58aa6bbd57bc2d526f4da7ffc0f4a2
1,44d9e90eb78213760c7c449124b684f304c5ea2cdd775639f09af49b9fc7556b
1,40490368e7c056baded9fecf11d8b98b8c4b0bc9d821f3c577da933027cf490f
1,2c37abb38af4a73d9b31c982499343d77a1b776db1617be2a5091530d44aa225
0,9c4120798ba2d7ef1d09bf9adc5ed5beb42618392c0daa3eb8ee250583b34b3d
0,e8af0188c5be275a111d2b2f26fb2154eb16d01950c93a02ab75b4e77f3e80f7
1,a25d0e415dda52bcb0afe0d3c9499a2c9743451b17bffb0e7a9a7559855e4257
1,c9338672bab8972568cf660429d8c936d4d0df33d5dd048f71545bab2b4361c3
0,e84a04b80528765efc83b8f8bce015267de524989cd023c8cf06fd07c1a09e15
0,5d481e61325ac9e320cde934b359de6bbe9241b6be6847b4b8613f7d90c9114c
1,3be064300d919f5dde41f576800404243bdec8a17b98358ab8381add73ecf1ac
1,8135c92100c4f71c3602e29cedb1721ac48b5759183008f85098197be5c2de55
1,cbacfc175ca07456ccfe418ba638aaae4a8a9d6a421449acd20114922499a63a
0,aba6549743071ab47778dcc6d62d0bcd21eb62aaadf1d5ce4fa5bee4d30654d9
0,3d37c6e464a0ded6fd13986976b14da6b0ddbd3f8ffc2776002c272029758f2a
0,3319b95fb78260057dfcc44bc204b8987d89986e0a40233cab9b05a8d739a240
1,166c58dbee24db1b101d0d9d4ca844eb637d725bbad911456e53456d3296c9cd
1,a11c6e2f84b2ffcaf458c7b8c81909f23465bed56f4163ce5c74e6b925c0e96d
0,1d26d3e7545c6f1531c452a11b3fd2bef787fbf411a1cbabf0ff53941d87624a
0,d9b18b8586f4d2a4eea75042b1f29e7d2ad29476afc1ba08e7bb08a31a1bb33f
0,036ada52470334ca248bbeff1c788408ca532a9c54b4dfe1a242ef2f2b006e6a
1,a29ed4d5234b4c3c8b58ccf7638736113ccc23b51a840acb8e9cb54b043bfc3e
0,27c0b1ad202f9835af3eb5e75bb26a82fd719709b3a4862705415129e4f4f9be
1,a611256ded703f7823e954773c333ba80ff5a5352d265fc3a4fa802c285130a8
1,2dfb72981bdeb7223e8e46fe6ce1ac473b535d6a00434bc998213c01704476ab
1,4a10dffab79f09188419e0f07add0b2b5b6c164c31cb2a8d3af0242fdf4d1da5
1,6c843f76ee2b644596926b28de68db65cdbf871b67e33a6d25833ecf3b843145
1,f8714a54a1805a67f5a4ea9cbf3704749aa569ff0df2833c5240c000e832171b
0,fdb05aa2dafc6a83cdc9c151349c924939d8edc6380043d7dc9627452aa19909
1,58f195260b3785aaaa8f055a93b9df901c2397fb76742a42ab75e97b1c141a49
1,7a7b8eedc8862fc92eb12848a9781d50b7136efb73c686b6056fc78463b35373
1,b6dde1f0bff99c8c3313a86db2f23423d3e3534fbe0eaed62cd3b7b0c8ed24fc
1,609eb88967ecff50323b09bfcf22f34e045679217d16ed3c576c8de644bbcb4c
0,0157710609a3d2206c88569cb5754bfd7769c19a67952f1a4cf6a40f7b2cc2ea
1,a4e5265e42d544c975dee2e3387901cf5bdd3fcb53fbc299e7d13e10ca3ec53c
0,c8f54efef76fddfab2b02e9f081a87a4626bc02dd2ff63c388f181f11f17a943
1,30823fa310e0285f577d0cfe01a26628ecf1a2b28f73a4abfd6cec83af59fb87
1,2afc19793a06d8445a684ce5537026f0f6ef4eb6bf4a37bc5aa157f9cde50981
1,3c9d23caeb14968d407f92c31a92f1aac16a73d54471ed4369480f87988337ae
0,bd03b8d9b3a53e9855cf2d40c6995f087e3bdff01a36f9b7fe6747b2f3309d03
0,1655f615b0ea7e080641711a87b1e8ae8bf76a9afba02f74f7c834f6a4b558ef
1,306abf1aa9785157be3b6380e207a7c1eb99bf44749d0e7ae38d4d98b9d32d3c
1,41951219734bf6ffb89e885308dfd9535503f5df4fe966b9865bde2643346218
1,688c04a44165393b33531207078459be455fad68bb9a2650e329545656949f5e
1,d5df8d48bc47ae3e7170647fb2215d8a1d731f655b7921d489edcde68fee6d70
1,62db1a12a725dd75b8fa18976187eb66d09bfbf7c62272cf39fb0cfe5a66c55e
0,9ac7b27b8befff6aba9a5f37f208ab3cd7ea11c3e0d20b4bb9c8db7375c7be8f
1,f4d09dcf988f014257300b3bda52785f65db3e9fd1c48cc7d2b268742a2d7fa8
1,20b44395ce077612d93d573ecf2a4889482fc6390ab9a7f81ba6c95f829eaced
1,a03c854a60bf207a7b74b91686666bf621e2ab51c82e2604605963d8e4f7a51f
1,b10e1e95f5af6b1ec497ce06879653c4ff11d20600bd0ebaf984166c813e27fa
1,0fb1f5daa5fe1e6a86b4f80718cee6d6d88a1c16f48527b5d277e31a431df01b
1,5c90569b6e728845a198cedfe2e4dafcec307c8a1d60182a630f4399d144e2d2
1,25c7def535e9cd5eb444ec8496514acb4a6e4a2e0decda9b26b60c9d653e2a40
1,5ca2f7243a275f9642ad7e9ddf7ac276a1a41266f57cf9090a1229576d2d640c
0,823391c7e809d21e5b94d93ee4e8934998edd540383435520f854e097236e2b8
1,2b02115257929bc002a7fe2a929910d1721754fa35a9e7a69384ea74eea8c038
1,be4061de2fbab8ef304370746ba22a8dff7ca7cb557ab7652f06ab679f4b0ef9
1,b5aac9ebf27221f5f538f0965d3aa907f6ca64dca819b8427741ff621c7dfaba
1,35bb75b54423ec64ed257fb9330498dea10be58a5e1fcc8c9cd9d27c050f2314
0,a864de5a685f2f11f859e514745dc09a9f04758232bba7693ddb11cca96f6505
1,b81ea2ec328cf0b92a86d5b05cd67cdf369e7e66502d52c51dded482e4b9d241
1,790b1106da9642d1785116452c8fd472618659ea7d1bda03900424e2ce56fe8c
0,223e14a23c5b161aef780214e21b24613b5d52e2e562ada84f253faa8abc5132
1,a119d78e56da1c8ee510ed5b000c969bc72a0ccf875041549cee526be753e554
1,1516dad0be1b8d650c955452254cea3795a7517eff009fb2a1b3d43658e3cc4e
1,e46bbdc545a1898e2af8424d733319af3092d373c0e5c83c38a1c3833abb098d
1,f838f89f9364193eec9e7595dab817cba79f8786e5f4b1c6eaa8fde68a76998c
1,e6088721d347dfa772fe8bf6851b2957cc8cea0e3c3b4d2ac67af4a665a6d641
1,1d0b5a8ff4e5432e7f55f4917aa827c1dd66338a5545ed8533b45899e2ea214d
1,b328e5259dfe4e2044817c0e0cf991e9f06de8cc1c9bf0083f0c3bbe786fe565
0,67e4a25f16135894bd3e4fb12c7b6f532aea2d5f24b461af68639fea2575fd6f
0,e5ea83217f5fb2846cd08bd8cff27fedf3dc36a1124c54dd7b1425135443f6d7
1,4ac01eed36a5e64e0bf733660f65fcbe08129f6e39e38ac84227a0a568945fb6
1,f519c91366b24d3c678feafbea770e5ee783d5ac4fa24dafb8f0b62abc5d90b2
1,5c8134a5634e09351c4d03974544d5adcd73d63b473a1bcef6e1a1ce6e49e076
1,bceabe3a81370c8258db72729762ad81663ec53d75f1e28c38c77ffe5ad2afad
0,f1aa991da1fa7a29578874ed57073d49ab7a19c07f954af74fc1fd56c5491608
0,382200752eb4254c54beebff152a135f98912231b00f132b80693407760e4556
1,135fd1536d892e7dd49f856be9ced609038c919395dbc4cd5afaac25942fd4e6
1,9a5d8e9d0031f8276929818906af688b5a84b191e967fa5f4e7b0f745fe48f42
1,35a5fb25d59cfe61e3df811f1a8368ca3fe6501582a747b80725688e5b419393
1,357498869a3249bbb45116671324bc1dafba4e5ece8014be5b2ff5cdb05f1f9a
1,eb996b260add70627168be9667e6cd980d471428cf07d4ccba79a27998e5f3cf
1,2691459f5df87e9cb8c07e2d47632363451f75511b435f923ef6a10d722c37fe
0,3934a8d1481b6fa7439cd444be9f6ea35ccf80a56ea1655d3bf32ab7ef019f39
1,6729aec094a523da98fbab84aafd35133d603a75989b701bae2ade08de22a675
0,06ddb3153519afc78f51a5855bda59b02df5ef53a316921cac94c2396c6b18cd
1,fcdf0c73494ba4c37feedac5a1296d4b12cbe41158cc76caaaab0114d7086dd1
0,b784c4d6897186bf941fb9613d2886c61bfa0162fe06f86b938a003ff544ea64
1,d374ea3f16436695329c12069f600ecb31e17f69dc358751fe3ac4abdb9b8a33
1,3650a6eb4377ede1218211c23ae839ef1fa4b29d29e959bbec547817935feae3
1,8d7ef7b525b519e4b69079ae2d08e9af587f136b85ad977fdfddcdad3ab100c4
1,5a00ed26863c037f7d689ce3ff1fc7beb28653972dd63f6cd0e9991724d655e9
0,51b0a7ff894c2fd816118db5190f6d922ef73b5031ad0d4f08b1c3c65c9c7fed
1,8819d5007ee9181c58c8b7befbe9a46752f972cf1c50ce18a7874b601d250031
1,6d4d104894efb183f3336b32f1d35010870a273e1eea1a27c2bd84aa295f322e
0,5c727733230dbeae2d429d96cf885d4cfff5d6fd5f2ef088057f2dba10279870
1,0c78df2dc0ae54534f7ccc2ce79bbc3e22d39a7a443e2fac95ac352d77c51432
1,404f5af256f0ab33959310bb3dd694291179eff3b3cd210bf17a5d7137831618
0,b45aafec8b02b00632d4e081569cbc4f570ee3b11a2192328e931d489d431ced
1,48335bc8b4e691b505124839d39fe63d23c91cbe0fc27c973615e2157d34dde3
0,f0656dc9fbd50e9be5c2adee62f7007e9f6e3ac7357fb1f9f7e1fb9c3414a8c8
1,0410bddab1eb684caf919e97df9b90dbb5b520c9969c186e25c03075270eae22
1,4bae728862fed7b22029db53e8041785071deefbf6871c2ecb201c07b83b8903
1,954564558d3a47c7f14293e68b09e1db7846fa2dc3d49544779127ec2d086bcf
1,5764ad610bb53aae8e20491bbdcbe1c2e43d3bbfd507dc0c33a0685c0a813abd
1,97f9ad484117699a0ca20a14716be4b525245bd975826762e74b783ca09af87b
0,331d79fafa7e75962ba2a6dde3ef6e2bcd98cc98a04d82c35da8bd6115f6a60a
1,6c34b0564e1c6b30f0c312a7e7db77c646220649b73e80eae12ea011a5f0bfec
0,2721de0af1f6055960e58e6f1b270bc2e0fe68823ae18536e6c63876e0ee3103
1,3ed01cc4ae63161bff097631e8f12e9c158056b5029f1f4e3011360df07c6214
1,f25b589096d456abfc391014d1b583f7097d6ac0b5949053811ede22506cec47
1,aa1bd382d912731043b0fa587d05cd5109355173c9ec50c7d7b19396fde9002e
0,2695b1c72724d7dbb00d6ac03216dfcfc0e14a1dba1f476ce5b3807fae291c57
1,9aa19452d994b26b9d23a21ec1de8aa0bb3e8e6a2b054c877d3502ce39690dc9
1,2c78fabc21edf0678e6780efd522467d7aa125a7abea24c9f266f836196c0b70
0,5078ec516db1ea3cbbc4b681a0298f1b545c463da54627a748571291b2b2222e
1,e48af630c03c95cabbd433c9c53b421f40cb30dc328d0f66b5c3b89eb45d2821
1,14af6dd69448bb43cb50948026d9f97f0c776e0c3799e309f2b0f5d2af297b9e
0,ac6516446250b1a0905a356855a94f6ab68fb06a388339d5b35601baed21af16
1,4e89f9da175df747584ac11ed0405b15f9d0b5c2bb0ead3ed46ed020d38fd711
0,6a552aefbc572f6c034c47cb3e7cb92f2d0f43c0d940c592436145fdead99e2d
0,5ec174427ef83620d850451e80ba37fcb3ec9cfda88d61c1f8e0efd1c9eac0da
0,2fd8c4e65bbdfea000c2b03aae3c12510856d8565ae567579993efa9d2d18e3c
1,a223c34ff36f352637b225e5775ed0a8a5f47048bdf3ad26eb4ae62d83ed3435
1,8227d62ad93305cb62164635d9f37e9d78188684940f56b18a47a01e0de97bb0
1,30c442340ab74ae71716b8eefcd42fd15620205dc1f9ef05909a7815f1d57574
0,d2d95aa9a0cb0bdc283062107f34dda1832b7c302dc9d97acd6319ffa77a3133
1,be6e2517824432dd7c9b41aa07135ec8656ba2bfd733b794c19dc37665ddf777
1,2031c69d50ed075288c20ca28fdefce623246ac7fd090e1907a3f2608ec91df0
1,675820ce4cd8d1047e9a2371af7febce4c07dc32af4393e9a6356e35ed0dcd8e
1,62e2238d3feee8fc06f20aac30ce5d911aaa357c1377c6a68a05d1c2990b3845
1,409ccb4efa8cf3595f5075aca29a1ef7c7f1764804101043c305be932fe0a280
1,45b2cf6f028fefa0fa6c8588ddeb79aee04913ca4a5a6f41dd892979d6ae93ec
1,43ea9b425fe9ea2c90fc7f0cdf3ec1b96344921fe0449028e94e543c9db527d1
0,cefba57c0092fb1218c409b826bc5198dcb2214e5934951a8af64ab66acc8187
0,594857f3e99fc77027de8f20536965850cf447b2b58931eb0a90e4ea6043efed
1,1a8239eea3f14a45067715d2efb3ac381b22f649e18e83384a5916e2652bb107
1,f9f9976741dece1f241442c8667ebf60d5b5de3426558d9041bb66235fbfa393
1,52f735a9ec89bdc59061a8ff4b70283253d3d69dd79fbc50bf64bf7c2c14226c
0,4ac4744c0fd4819cd67a3076f3601d59ea3f9ebacc5a2cb7d301420a0d0fd9c5
1,2b66d2c4f4dea3638455a646c8162286c0c1153b0c145ec20342b24a8a39900a
1,cd0b14546b5576e963e7322c3177eaf007d60525a45b8fdf5461e47c37d1a900
1,d267e498ccfeeca543b9197e35bad8680326813cc8d1d90419fcc8eb655d75bc
1,5e17f07bc5cafaa1113a1746103fbb77bed7db09605f01548b70b92c28b175df
1,13def5643ae55fce62fb25ff0a4dfbb1d15fe572f5b25239a2adbe20571b76cc
0,03dd0020d5b287d8d731a3287c5f523123cea599ee59383496fb31d32184655f
1,63fb54f9f4089ecf52499c99b043fbbd74cdf8de6e714e977d2109db7dadfc4a
0,b5d58837c1dd94a95d5a0221c636da8a61f812ede83b99b8f90ef1d8e0bb48da
1,d1c019a43d59c611e56e004f80f03d07cd70286c728e3a0e99608ecb57d19ded
0,210ac0f6a9af83ed73486c114f7efa7f4078cde44516813099e992027f6b5cd5
0,67dd1738e5e133d9a1f7c5c88ce8ce73003ec5d9d09ab112e84f04fa3851d412
1,5698d4f7664430afb0c67a3e099b88cc1edd9c014199d3250a1dfda3f684054b
1,008498f4a22c5169f27e1400b861421d43657ae28af5d35842187f8b0fedd1ee
0,5c00833ed2f6d371068b4d4d13565807a192f5fa639f2a4e816012d9875d27dd
1,ff21a4e4b539e0994b6628286c621acc0fcaf8acb29077bfe81b43c7c9083f5c
0,b8f29f050b06affb519ffa1e428c8f388c105e7d3b6219845c5e36f91aab0e83
1,3651097f31251a2de9e74982086925af0ae367a3606d0bd21dc8814f9820ebb0
1,e4158c7201e5bdfdafb60563fd3a4570a48313623d41af22e59b08b4b199fc8d
1,54f90c7d28fac82027ed8c480159ca961cf435ffa945962fb1a6efe11416d1e0
0,90b090888a28a2c3b2fb48d959b72fd14bbb39f467425946f4621b5fc47ef6cf
0,e8095e7ebb96f06df5667bfe16906e217b6c13abb675157c74f85bbd23cf70bd
0,019420e9c14225fbc9c017a1fa6eb36d85fab9efec840531aca58ee207520ae4
1,025dca43347ce38d592d7cdfeba8fe6ee390626f9c16537ddee0d2840e3a48e4
0,0b8502d682f7e5383a25a7be1c13518045b4316e116abb18c2b3477b98872955
0,6ba7d94caa3a6fa10959ebe9bcdaaa27129cf75b25ef7c6fd69124626aacdbee
1,a3f4a92f2169cb88c682367c3abf7d873a726c73d9de168cb2adeb8f6fdd7c30
1,6da9b52a8a9f980437c17e564788eee9d1f015fe766aec6e757976645565fb41
0,7228e96bb913a5f91c29b5894f488372cbd5373114391a6dc361b49c0d2e610d
1,99e4a65520a39f02736e2305c86ecdcb7a11365f5dbe6621cf30876b4cd3a7dd
1,f33e7e5cacf86621b3fee6e7056fd7fb9235006b27738153e26651a94b19f9a8
1,95a9698a160efb7e3375e9923dcf07a06c2a0e4cd9305def13963a343f28002b
0,281c49c836f62008b45e09c5b7c622804492d6cad78c93b1f3180424836812e2
1,e51ee60b0cc043f514cd7aa5549c3b41ebf500943c344350378bc5dc220ed806
1,f99b8f54100b174361585bff0aa6278091493871990db1c0843af929a1d917eb
1,2ebe295c6f1552daa58f72241416752d119bb8b54d28bc7aaf152d811f335b69
0,c4a12c8be9d798f314b3627683828e3726e73b5299082a80007ce3c6bee10697
0,30f42f8192584b346a146e7a7cfd50f0b4e50bd8990798b95790e9b1e74096a4
1,dd0693cadf7c56d3a34b7143cf2c40a25fc499d662602a1154f5a8076c199ba2
0,b0e4fc83660de0c26cf260cc62ea2d14e47a1d9a039d67f804d8678e2ac3fb18
1,5bffad9a3832296439c985da0e71c1ba81a6a5179bbc73f42200a8f8dc785e84
1,8aa6ae0146adea3f6734d046283c5a9f4df5b3e1210bf286a1599a7b75cf7a04
0,81144c35bb99cb026134a39b723de57a2b156868956abd3f9ca5d139c4efd268
1,6a5af2671bad70db395a6ecda475e2e67e00549ccc6402809c2d1797cf35377f
0,0e975a917da3c2c44a8788feb0f7edf8d896d31e04f4e0624a4e5c375c032374
0,56f43a2928b446b738aab161ca95cb5ecae2e9a861cce882415287f34c9af5bd
1,a7490a27ea87fbe2ee5b398de598505f36ae07e98ff756edac7426d279920502
1,b520bc37c7b423453e55b3a7764b046ad75ce94dcbbacf6155f0ee0499863135
1,c4d4a1e53b95cc8810ec925aa5b9c6a9c9433c187ce3986254260d68431032fc
1,7024a21f6a9ff4f09ea920de645b564dd4ae1146d250ea904dd53c8762568fdb
0,4af8879a09407e8417f798b0707168b78cda33b6e26baec6dd21f3245721aa1f
0,5201d611d8663543cb9c044452dd43631e839cabdd064076240fe50c6fbb77cc
1,9c580132a2a69eeacc906e4fba2cd03987f91f3e73e3ddc83d5df93f55acf199
1,e2916e38b3b925bb1d60a486aa44993c3ada766d3d7a663d6d7d5dbb400a4463
0,da36ff6b8595191a3482518575589dbcd35ce1ff379e1553a70034e6d21fb68d
1,093850eb0bddc03119c1d332d9fdb554875e16908900efc8ccfc002d1f9d3eab
0,602d4297c569a03787d20e5c1598c3fb5311a2ec9ed19b1c93373eb34a51db2e
1,61eec439960c1f26983e170744787452f8d816504f105c96303a29f6ff0d517e
0,dc7c74c0a18475dcdea6e35503d7e61e4cbb89f778f2c31eb2e938bfa288362e
1,13e9ab070fea3d9ac7dca7e0be730ab8a03a09ab6c3d6e0168268e3b2542150f
1,0126867b03e87c7fd994fe71288e7ba1c6379f3ff3f7911f73d88d99ce3e6a81
1,202c4d290850ab1f0fea5be61458b004b8e4e52d1350ffbd24b85bae2c60cb9f
0,3589d7c8267a5ec15bde39b23c43008d1ee620cb66d730e59b6c92b72a587acc
1,7271d9bad6cfb8683ca9b333604d9119c94ca23af5c2f6f0a53ae0437342aa67
0,b9b749966886dca2f29a507718b6f0749073d2151e46ad2980948794c4b6c709
1,d63bfc0d592c8892910f0a565ebe7bc5082f26034e7d589b8b1b00404010ab6d
1,a7df9e01088d69d94cd4493b5e82056b3fac9f65e6da88ae457cff6a64dff8ed
1,8f947369e130f928400964c97ff2b6925c804754f01b1cc9f95b473a35bbf2da
0,92c10ad8c4fc02f3526511aacbefc17bca04475f9b1c7b678b9aa4df02b14b95
1,34ecbc9bd8bfe736eca8e74922cbdff4291ff8c449cf6ef61174598cca21bded
1,ccf856f6ed486729f12e8000111b11e8e1d6c6c407f4c399ad1a34e0784f16aa
0,e276de3f4833ebb7ea3d82a562b547d29156ee1d6d5f1e1783b33671dba7787d
1,fe150dcd205bbe94b3df439a56c1d9f5dcf615197d4d7c06552afbb73539f83c
1,54f6ed360d8c1bed098a829ceb7f8b14eed0933800cee52cbf0750d00caf2adb
0,f1279778f1282894846898b8a001e8a0ae1fa3db3d9f1492780510002bd3b17f
1,d020666964bc0af498d9f68ccf79cdc862f1e334e1932220260ea25f49218226
1,8ec648af07624b523762ed4c7969c27001f5cb3be29ff2c9ab83c267f8687b8f
1,9d250facd4706af74c442583acececaa841579ad9a2a31ec63b38a1c3d0a635f
1,32169ac79be6602c3f03d9c7becda57273d2fa6a1daf9e27c4be6c36430dba43
1,bec35141bbf2d1e3a9c7ef9b042a50abba2ff6c1e176c6d73a485f8f6dec0d33
0,97f0f3757612c1a8dec2f44c27ef6065cba446d40debe4c55cd1ef3b4f7e28bc
0,35777dad4d972912d4ca612ad269369971da607d89c9b53decdbe0db7cb95b71
0,586af37e360769a89f5920cb9cb9e56ac421bd4627ba55c03dfab059544aaea7
0,2558f0e16358901926a824df7df79967da198e27b9812c36f007678ca3260e6d
1,e4a7c7d0fdc072be54ba39831cfd3a2a22396e84cae7e90d1c0cfe70f0033372
1,fe6c8a0e6a2258ddf4829a98b965082357faaa609e1de71fdc5ccf6fc467e153
1,35fb866b37a8f7139fdc311aa2e686ef268111cf04fc95afdbdb1baa0d97a01e
0,30e851e63780700eb2dc75db3426e72adddf56ac7db18b0ae6257c66332a9be0
1,1bf6180bf887634cddb0d4796ea9c68351b5d1d0d4012a77df9473032aad333e
1,4f08397205e51edd177ff3a142388111eb9ff2d49ea56460ffb0fad189b17ef3
0,39782504546367621aa765442ffe43de1ac94f9947a01fd74bfbf9427dd8dffb
0,15c7c6db2ee52174ddfc9146de3fd5fb92302d284b7e23b67e715d65f3dfbdfa
1,9f5da34bcf55237b43b6942c3712dae3949008fd21a1784d44d01b9f7022e3af
1,13afc8b7f96bb7969d863f57d339a40fac50ff81c927b5dd34a9edc2aadbb708
0,0376e7448b91f0668dd181bc33e6f0322c321cba3ed4060b6042d5f8cbe37df4
1,ea3733b6420ad4b87211aa1df6af25460fd23a0cc6d5ae258ad60569371f01a9
1,7bf0678fa2688ca9dee8f6a3f32dc7dbea62815a2a7903538880cc0a6ad33e94
0,5eab1cc639a4f387193d636de36f0ae4a25c60e3acf8c8df45436fb7fe813aee
1,4c57327d7691041b1b36d64a7a836f2cd99043187fbafce93d57fe2b154b3b1b
0,46ee7dab9bd663afe89db216c46b8250c61a5fbf38ce7b69c042e653f28da15b
1,92892170c8be56f10f4e20f8a0216d14901cefcdbe9ebc37dc01bd72bb6627df
1,572efd5a8ec825421109b6358c93e40421360c5a540db005fd8563367f7ca682
1,7c9ee84545d0340aa04a5cef56d8fa22106acf310fbb795fa8b0683a07f7a9fa
1,236991dc6f419218548d5f16a3dc546590aa537207e28a8e0e1967f478d63657
0,a36add1440a5e997fa4adca75438c685c23ccdc05a525022f2ae90ff4a9d6d7c
1,f05bb419ddb07b769b6504c0858e7371a728138a9c593ed43a80e1c7a9268862
1,33f0ba0beabfc339cc8b8aeb53ef284a9056850bc233d714e38e3dc24c083233
1,3c73d671c515dccb83f6145f8bf6996c368a8fb67510b78d04d7d82fe9f7324a
1,ecacc5e22cfd79dffc7fa6580e36bde3d924657ad71a6cac6cc96a1adfea629f
1,70ae0ec8249a944236798a64f282afe314d771afc22523b9f0587a9db00969a8
1,3e44a6d5cd4c168be9c0dc0c1d8cec89013159f724c6bc1f551751c834440d78
0,6b6bea138bef28a01b8f957cd89fa8673f44dd0c97e1792a4bb25d23a1526e57
1,d6d5439a12941862d8b5d121c5eb7163f8ceee40ba254d4fdc8bc36cadc2c218
1,69cec4d85173e14bddbf794d6edfb7ed1c9b5d149f1cbe6d911fde5b89f0d460
1,6a93de2f835f540bf36f49122ad742d199c7e8a2d791c64b08b93a6190a100b4
1,e56af39bddd61fc97b94ac4a06822db3851e9968c593ae73aea3d523fe47acd6
0,c80e26e7a7ca8fed632202acdc99d97042429b42199f7c0338ec1448bf2b51e1
0,6e854503829ca3d5e4fafb93f80e9ab31bf91062434c15ba9c9d73b43be2724c
1,16e0140b6c3d0c0411e5a796f775cde8b86da62bcbbd1083a8bb334cc4c4f53e
1,f354c2fe282505843e5d34de9082d26258d693a674fa89a70441d74ec6db0a5f
0,b728965ad7aa1abd12ef0fc2c293790ff7a126f49de3e786d41f6ecc2560d127
1,0051b0344d68a56c4807e1f793cac854a9d5a653a887268a1d75a6d6a2952d14
1,4f2f2dbaae2c9743f228339885aa0ad0828f99d2f81705f4787e7c59402354ae
0,904eed9855b7af461e40b10fed0233c62b09f13339d2ce252e4141f5d37984c1
0,0cb1fa61af083238b3b28a781b07ebc513e119239680e0bbd811c0265cd82bcb
1,644663d5245a8a68b134b90e60df126ad3c15ceda9f5899ced4b2d1b14f44836
1,caf10aadf6840b51d51b65cf766f0a6efe62956b238656224015a4ef312db8a4
1,0e2583b41a67a5a2245b6a6414da5d43585b455bbf70f7d0b72e156f67aeac17
1,039aaf9900c083da45c587ac95912246241af25a5b596c096f4fb2ad19cff879
0,24ef8375407e5f01af4bcf8fdc35044f77348c7728fc87cc87e24c251057e1a5
1,a0fa69f009bbefca040089033798130c28070758d81579032cf6208d5f50d6ad
0,d646a4a0d5888b56d2235997f93eea7317dd238e341adcec214f93cd9930729c
1,acc8bd345065f68bb5fb78275b60548f43f769d75c88961195015f44dd530755
1,911bff625a595d24a0cda0cc6d851358d860799334efc1f800179f941968cb9f
1,043a764a71a6f98ca12b459097a65b00d532bcf40e533607972bbcc4fa3f7bf8
1,b4647bf12eab464bfb7dbcf30f3de9e379b102234d2a6e5d2584119b40633bd0
0,5552aa5de337e61db1fde6871fda92fe6b7c5b9ef303d3f8eee6d76af4079b9f
1,aa9cc127f09aeafcdec98e600f59a33f0749e2a9a9a44a36486a971e333b189f
0,79deba7ea19fc76253faf64cad863ebf14dc8c9d5afee712d32bc23195e04727
1,61b3904b7e407e9a9b43a88cc61e8a21fbf32b56921910111ac889894d2e6eef
